ORDERID,ORDERDATE,SHIPDATE,SHIPMODE,CUSTOMERID,PRODUCTID,ORDERCOSTPRICE,ORDERSELLINGPRICE
314,2019/09/27,2019/10/03,Standard Class,TS-21205,FUR-FU-10001588,70,88.0
315,2019/08/09,2019/08/16,Standard Class,AG-10525,TEC-PH-10002398,161,178.0
316,2019/08/09,2019/08/16,Standard Class,AG-10525,OFF-PA-10001937,12,16.0
317,2019/12/28,2019/12/30,First Class,SP-20860,OFF-AR-10003373,79,99.0
318,2019/11/04,2019/11/09,Standard Class,NM-18445,FUR-CH-10002602,95,136.0
319,2019/11/04,2019/11/09,Standard Class,NM-18445,TEC-MA-10002927,2395,3992.0
320,2019/11/04,2019/11/09,Standard Class,NM-18445,TEC-PH-10004093,248,276.0
321,2019/11/04,2019/11/09,Standard Class,NM-18445,TEC-AC-10000892,288,360.0
322,2019/11/04,2019/11/09,Standard Class,NM-18445,OFF-ST-10002974,31,44.0
323,2019/09/19,2019/09/24,Standard Class,FA-14230,OFF-FA-10000624,6,7.0
324,2021/04/23,2021/04/27,Standard Class,GK-14620,OFF-BI-10004593,176,252.0
325,2021/04/23,2021/04/27,Standard Class,GK-14620,TEC-AC-10001908,60,100.0
326,2022/11/03,2022/11/05,Second Class,DJ-13510,FUR-FU-10001967,8,16.0
328,2021/08/30,2021/09/01,First Class,PO-18850,OFF-ST-10000675,38,54.0
329,2021/08/30,2021/09/01,First Class,PO-18850,FUR-CH-10003312,393,787.0
330,2021/08/30,2021/09/01,First Class,PO-18850,OFF-LA-10001074,90,100.0
331,2021/08/30,2021/09/01,First Class,PO-18850,OFF-BI-10001524,19,38.0
332,2021/04/25,2021/04/29,Second Class,JL-15850,TEC-PH-10004614,50,83.0
333,2021/04/25,2021/04/29,Second Class,JL-15850,OFF-BI-10001153,19,21.0
334,2021/04/25,2021/04/29,Second Class,JL-15850,OFF-BI-10001982,3,5.0
335,2020/09/01,2020/09/04,Second Class,DB-13615,OFF-BI-10001922,3,5.0
336,2020/09/01,2020/09/04,Second Class,DB-13615,TEC-CO-10001449,864,960.0
337,2020/09/01,2020/09/04,Second Class,DB-13615,OFF-BI-10004140,9,14.0
338,2019/07/12,2019/07/17,Standard Class,AC-10420,OFF-BI-10003314,5,8.0
339,2019/07/12,2019/07/17,Standard Class,AC-10420,FUR-TA-10004575,489,698.0
340,2020/06/22,2020/06/26,Second Class,KL-16645,OFF-FA-10000490,4,5.0
341,2019/04/13,2019/04/17,Second Class,JD-15895,OFF-AR-10000122,13,18.0
342,2019/04/13,2019/04/17,Second Class,JD-15895,OFF-BI-10003656,408,510.0
343,2019/04/13,2019/04/17,Second Class,JD-15895,OFF-FA-10002780,25,31.0
344,2019/04/13,2019/04/17,Second Class,JD-15895,TEC-PH-10000702,65,72.0
345,2020/12/20,2020/12/24,Standard Class,CS-12130,OFF-ST-10000107,80,89.0
346,2022/06/15,2022/06/19,Standard Class,CC-12550,TEC-PH-10002293,29,48.0
347,2022/07/08,2022/07/12,Standard Class,TD-20995,OFF-AR-10004027,7,8.0
348,2022/07/08,2022/07/12,Standard Class,TD-20995,OFF-PA-10000249,15,25.0
349,2022/07/08,2022/07/12,Standard Class,TD-20995,OFF-AR-10001374,6,13.0
350,2021/09/01,2021/09/03,First Class,AB-10060,TEC-AC-10000290,6,7.0
351,2021/09/01,2021/09/03,First Class,AB-10060,OFF-PA-10001970,17,25.0
352,2021/09/01,2021/09/03,First Class,AB-10060,OFF-BI-10002160,3,3.0
353,2021/09/01,2021/09/03,First Class,AB-10060,OFF-PA-10001970,39,49.0
354,2021/09/01,2021/09/03,First Class,AB-10060,OFF-BI-10004995,3484,4355.0
355,2021/04/08,2021/04/13,Standard Class,JL-15505,FUR-BO-10002268,194,389.0
356,2021/04/08,2021/04/13,Standard Class,JL-15505,OFF-EN-10001137,4,8.0
357,2021/04/08,2021/04/13,Standard Class,JL-15505,OFF-AR-10002399,14,17.0
358,2021/04/08,2021/04/13,Standard Class,JL-15505,OFF-PA-10002713,17,34.0
359,2021/04/23,2021/04/28,Standard Class,HK-14890,OFF-PA-10002666,18,36.0
360,2022/03/08,2022/03/11,First Class,VB-21745,OFF-AP-10001124,518,648.0
361,2022/03/08,2022/03/11,First Class,VB-21745,OFF-LA-10001158,17,21.0
362,2022/09/25,2022/10/01,Standard Class,KW-16435,OFF-LA-10001158,10,21.0
363,2022/09/25,2022/10/01,Standard Class,KW-16435,FUR-CH-10000785,391,489.0
364,2022/09/25,2022/10/01,Standard Class,KW-16435,OFF-AR-10003732,4,6.0
365,2022/09/25,2022/10/01,Standard Class,KW-16435,FUR-FU-10000023,28,47.0
366,2019/09/24,2019/09/29,Standard Class,JD-16060,OFF-ST-10001713,127,212.0
367,2021/10/21,2021/10/21,Same Day,MK-17905,OFF-BI-10002412,16,23.0
368,2021/10/21,2021/10/21,Same Day,MK-17905,OFF-SU-10001225,6,7.0
369,2021/10/21,2021/10/21,Same Day,MK-17905,OFF-ST-10002406,63,105.0
370,2021/10/21,2021/10/21,Same Day,MK-17905,FUR-BO-10002545,835,1044.0
371,2022/05/29,2022/06/04,Standard Class,GT-14755,OFF-PA-10002036,16,26.0
372,2022/05/29,2022/06/04,Standard Class,GT-14755,OFF-ST-10002205,43,53.0
373,2019/07/23,2019/07/27,Standard Class,AG-10900,OFF-BI-10001982,7,8.0
374,2019/07/23,2019/07/27,Standard Class,AG-10900,TEC-AC-10003911,819,1024.0
375,2019/07/23,2019/07/27,Standard Class,AG-10900,OFF-AR-10000658,6,9.0
376,2019/07/23,2019/07/27,Standard Class,AG-10900,TEC-AC-10002076,287,479.0
377,2021/09/28,2021/10/01,First Class,MM-18280,OFF-PA-10003039,50,99.0
378,2022/08/27,2022/09/01,Standard Class,AR-10405,FUR-TA-10004915,1042,1488.0
379,2020/04/28,2020/05/05,Standard Class,RA-19915,OFF-AP-10000696,6,9.0
380,2020/04/28,2020/05/05,Standard Class,RA-19915,OFF-ST-10003327,12,24.0
381,2020/04/28,2020/05/05,Standard Class,RA-19915,OFF-BI-10000309,6,12.0
382,2021/10/28,2021/10/29,First Class,AS-10285,OFF-PA-10004734,25,51.0
383,2021/10/28,2021/10/29,First Class,AS-10285,OFF-BI-10002225,45,50.0
384,2020/06/26,2020/06/29,Second Class,LA-16780,TEC-AC-10004708,38,42.0
385,2020/11/27,2020/12/02,Standard Class,DO-13435,FUR-TA-10000617,300,375.0
386,2020/11/27,2020/12/02,Standard Class,DO-13435,TEC-AC-10002335,42,84.0
387,2020/12/03,2020/12/07,Standard Class,DK-13225,TEC-MA-10001681,289,482.0
388,2020/12/03,2020/12/07,Standard Class,DK-13225,FUR-FU-10001935,2,3.0
389,2019/11/24,2019/11/26,First Class,NG-18430,OFF-AR-10004757,2,3.0
390,2022/12/11,2022/12/15,Standard Class,MV-18190,OFF-BI-10000050,16,23.0
391,2022/12/11,2022/12/15,Standard Class,MV-18190,TEC-AC-10001998,20,40.0
392,2019/09/21,2019/09/23,Second Class,JG-15115,TEC-PH-10003012,123,246.0
393,2019/09/21,2019/09/23,Second Class,JG-15115,TEC-CO-10002313,1440,1800.0
394,2019/06/07,2019/06/10,Second Class,BP-11095,OFF-BI-10003982,10,12.0
395,2022/06/30,2022/07/05,Standard Class,VP-21730,OFF-BI-10004492,53,76.0
396,2022/10/17,2022/10/19,Second Class,SS-20140,OFF-ST-10000798,45,50.0
397,2022/10/17,2022/10/19,Second Class,SS-20140,OFF-PA-10002552,6,13.0
398,2020/10/31,2020/11/04,Standard Class,HP-14815,OFF-SU-10002573,35,70.0
399,2021/09/08,2021/09/10,Second Class,AG-10675,OFF-ST-10001580,32,36.0
400,2021/09/08,2021/09/10,Second Class,AG-10675,FUR-BO-10004834,1677,2396.0
401,2021/09/08,2021/09/10,Second Class,AG-10675,OFF-ST-10000934,105,131.0
402,2021/09/08,2021/09/10,Second Class,AG-10675,TEC-AC-10000158,29,58.0
403,2019/12/24,2019/12/26,First Class,LF-17185,OFF-PA-10001947,5,10.0
404,2019/04/16,2019/04/20,Standard Class,SP-20650,OFF-AR-10003478,20,39.0
405,2022/12/24,2022/12/29,Standard Class,RF-19840,OFF-AP-10004249,29,36.0
406,2022/12/08,2022/12/12,Standard Class,KH-16510,TEC-AC-10000158,144,180.0
407,2022/12/08,2022/12/12,Standard Class,KH-16510,TEC-CO-10004115,1080,1200.0
408,2022/12/08,2022/12/12,Standard Class,KH-16510,OFF-PA-10003724,16,27.0
409,2022/12/08,2022/12/12,Standard Class,KH-16510,FUR-TA-10002041,502,1004.0
410,2022/12/08,2022/12/12,Standard Class,KH-16510,OFF-PA-10002893,9,10.0
411,2022/12/08,2022/12/12,Standard Class,KH-16510,OFF-LA-10003766,26,28.0
412,2022/12/08,2022/12/12,Standard Class,KH-16510,OFF-PA-10001970,28,56.0
413,2022/12/08,2022/12/12,Standard Class,KH-16510,FUR-BO-10001972,1203,1337.0
414,2022/12/08,2022/12/12,Standard Class,KH-16510,FUR-CH-10003956,68,114.0
415,2022/11/03,2022/11/07,Standard Class,KC-16675,OFF-PA-10000157,98,140.0
416,2022/11/03,2022/11/07,Standard Class,KC-16675,FUR-CH-10001891,154,307.0
417,2022/06/24,2022/06/28,Standard Class,CJ-12010,OFF-AR-10004344,67,96.0
418,2021/04/14,2021/04/18,Standard Class,PB-19150,FUR-CH-10004886,192,384.0
419,2022/11/06,2022/11/10,Standard Class,VB-21745,OFF-PA-10003845,5,6.0
420,2022/03/04,2022/03/09,Standard Class,SP-20860,OFF-AR-10001573,6,9.0
421,2022/03/04,2022/03/09,Standard Class,SP-20860,OFF-EN-10000483,11,15.0
422,2019/06/22,2019/06/25,First Class,JE-15745,TEC-AC-10004114,177,197.0
423,2022/10/19,2022/10/23,Standard Class,MP-17965,FUR-FU-10004712,51,57.0
424,2022/10/19,2022/10/23,Standard Class,MP-17965,OFF-ST-10000918,16,33.0
425,2022/08/21,2022/08/23,Second Class,NF-18385,FUR-CH-10000015,693,866.0
426,2022/11/23,2022/11/26,Second Class,JM-15265,FUR-FU-10003347,23,28.0
427,2022/11/23,2022/11/26,Second Class,JM-15265,OFF-BI-10001543,202,288.0
428,2019/09/12,2019/09/13,First Class,SD-20485,TEC-MA-10000029,49,70.0
429,2022/10/01,2022/10/08,Standard Class,KH-16630,OFF-AR-10000369,5,7.0
430,2021/04/15,2021/04/21,Standard Class,RB-19795,OFF-BI-10004584,95,190.0
433,2021/04/15,2021/04/21,Standard Class,RB-19795,OFF-ST-10000617,2,5.0
434,2021/06/06,2021/06/07,First Class,DB-13060,OFF-ST-10003306,643,714.0
435,2019/12/19,2019/12/25,Standard Class,MK-18160,OFF-BI-10000773,4,5.0
436,2019/12/19,2019/12/25,Standard Class,MK-18160,TEC-AC-10002600,149,248.0
437,2021/06/12,2021/06/14,Second Class,PO-19180,TEC-MA-10002937,806,1008.0
438,2021/06/12,2021/06/14,Second Class,PO-19180,OFF-PA-10001970,188,313.0
439,2022/09/15,2022/09/19,Standard Class,BB-11545,OFF-PA-10002230,29,32.0
440,2022/01/20,2022/01/23,Second Class,CV-12805,FUR-CH-10003396,125,208.0
441,2021/09/05,2021/09/07,Second Class,PK-19075,FUR-FU-10000246,6,12.0
442,2021/09/05,2021/09/07,Second Class,PK-19075,OFF-ST-10000060,175,195.0
443,2021/09/05,2021/09/07,Second Class,PK-19075,OFF-ST-10003058,43,71.0
444,2021/09/05,2021/09/07,Second Class,PK-19075,OFF-PA-10002222,55,91.0
445,2021/09/05,2021/09/07,Second Class,PK-19075,FUR-CH-10002372,170,243.0
446,2021/09/05,2021/09/07,Second Class,PK-19075,OFF-LA-10001317,18,22.0
447,2022/03/20,2022/03/25,Second Class,TB-21595,FUR-FU-10000206,3,3.0
448,2021/04/01,2021/04/03,Second Class,RB-19360,OFF-AR-10000588,42,60.0
449,2021/04/01,2021/04/03,Second Class,RB-19360,OFF-ST-10001469,97,162.0
450,2021/04/01,2021/04/03,Second Class,RB-19360,OFF-AR-10001953,237,264.0
451,2021/04/01,2021/04/03,Second Class,RB-19360,OFF-AR-10003156,21,30.0
452,2021/04/01,2021/04/03,Second Class,RB-19360,OFF-AR-10004974,9,10.0
453,2021/04/01,2021/04/03,Second Class,RB-19360,TEC-PH-10002365,28,35.0
454,2022/10/20,2022/10/24,Standard Class,EB-13705,FUR-TA-10001539,171,284.0
455,2022/10/20,2022/10/24,Standard Class,EB-13705,OFF-ST-10000142,399,665.0
456,2021/12/13,2021/12/17,Standard Class,KH-16630,TEC-AC-10001772,45,64.0
457,2019/02/12,2019/02/18,Standard Class,SC-20095,FUR-CH-10000225,78,130.0
458,2021/09/26,2021/10/01,Standard Class,NF-18385,FUR-CH-10002331,523,748.0
459,2021/09/26,2021/10/01,Standard Class,NF-18385,OFF-EN-10001415,6,9.0
460,2020/12/15,2020/12/22,Standard Class,JH-15985,OFF-AP-10002472,73,104.0
461,2020/12/15,2020/12/22,Standard Class,JH-15985,TEC-AC-10004571,720,900.0
462,2020/12/15,2020/12/22,Standard Class,JH-15985,OFF-BI-10001098,31,51.0
463,2021/04/22,2021/04/29,Standard Class,TN-21040,FUR-FU-10000023,16,24.0
464,2021/04/22,2021/04/29,Standard Class,TN-21040,FUR-TA-10001889,891,1273.0
465,2021/04/22,2021/04/29,Standard Class,TN-21040,OFF-BI-10000315,14,28.0
466,2021/04/22,2021/04/29,Standard Class,TN-21040,OFF-SU-10003505,148,185.0
467,2021/04/22,2021/04/29,Standard Class,TN-21040,OFF-AP-10002578,70,78.0
468,2020/01/17,2020/01/24,Standard Class,JS-15940,FUR-FU-10002918,178,255.0
469,2022/03/31,2022/04/04,Standard Class,DS-13180,FUR-BO-10002824,103,205.0
470,2021/12/16,2021/12/20,Second Class,CC-12670,OFF-BI-10002194,3,5.0
471,2020/12/20,2020/12/24,Standard Class,MH-17785,OFF-PA-10004071,39,55.0
472,2019/11/09,2019/11/11,Second Class,JP-15520,OFF-ST-10002743,239,341.0
473,2019/11/09,2019/11/11,Second Class,JP-15520,FUR-BO-10001601,178,223.0
474,2019/11/09,2019/11/11,Second Class,JP-15520,TEC-PH-10002680,563,704.0
475,2019/11/09,2019/11/11,Second Class,JP-15520,OFF-ST-10001321,74,93.0
476,2019/11/09,2019/11/11,Second Class,JP-15520,OFF-PA-10001509,56,63.0
477,2019/11/09,2019/11/11,Second Class,JP-15520,OFF-PA-10003465,47,95.0
478,2021/07/12,2021/07/19,Standard Class,KH-16690,TEC-PH-10000149,48,96.0
479,2021/10/27,2021/11/02,Standard Class,JE-15475,FUR-FU-10002671,24,40.0
480,2021/06/26,2021/07/02,Standard Class,JG-15805,OFF-AR-10003045,13,15.0
481,2021/06/26,2021/07/02,Standard Class,JG-15805,OFF-ST-10000689,634,704.0
482,2019/10/06,2019/10/10,Standard Class,XP-21865,TEC-AC-10001445,8,9.0
483,2019/07/22,2019/07/27,Standard Class,EM-14065,OFF-AR-10002053,4,6.0
484,2019/07/22,2019/07/27,Standard Class,EM-14065,TEC-AC-10002567,128,160.0
485,2022/06/10,2022/06/13,First Class,MT-18070,OFF-LA-10003923,18,30.0
486,2022/06/10,2022/06/13,First Class,MT-18070,FUR-BO-10001337,360,514.0
487,2022/06/10,2022/06/13,First Class,MT-18070,TEC-PH-10001924,140,280.0
488,2019/10/29,2019/10/31,First Class,SA-20830,TEC-PH-10001363,2189,2736.0
489,2019/06/09,2019/06/13,Second Class,CW-11905,TEC-PH-10000376,6,8.0
490,2019/06/09,2019/06/13,Second Class,CW-11905,TEC-AC-10000303,58,64.0
491,2019/06/09,2019/06/13,Second Class,CW-11905,OFF-AR-10001953,56,70.0
492,2019/09/14,2019/09/19,Standard Class,AJ-10960,OFF-ST-10001809,225,449.0
493,2019/09/14,2019/09/19,Standard Class,AJ-10960,OFF-EN-10003845,9,11.0
494,2021/05/09,2021/05/14,Standard Class,SS-20590,TEC-AC-10000991,66,94.0
495,2021/03/18,2021/03/21,Second Class,RO-19780,FUR-TA-10001857,114,190.0
496,2020/12/27,2020/12/31,Standard Class,MD-17350,OFF-EN-10001434,84,105.0
497,2021/07/25,2021/07/31,Standard Class,SC-20095,OFF-BI-10002498,96,120.0
498,2021/07/25,2021/07/31,Standard Class,SC-20095,FUR-FU-10004864,153,256.0
499,2021/07/25,2021/07/31,Standard Class,SC-20095,FUR-CH-10002602,193,242.0
500,2021/07/25,2021/07/31,Standard Class,SC-20095,FUR-FU-10000073,35,69.0
501,2021/05/30,2021/06/04,Standard Class,MY-17380,OFF-BI-10001670,11,23.0
502,2021/05/30,2021/06/04,Standard Class,MY-17380,OFF-BI-10001658,10,15.0
503,2021/05/30,2021/06/04,Standard Class,MY-17380,FUR-CH-10001215,721,802.0
504,2021/05/30,2021/06/04,Standard Class,MY-17380,OFF-BI-10000831,1,2.0
505,2021/05/30,2021/06/04,Standard Class,MY-17380,OFF-PA-10000357,30,33.0
506,2022/11/12,2022/11/15,Second Class,EB-13705,OFF-BI-10003274,11,16.0
507,2020/03/16,2020/03/22,Standard Class,CM-12385,OFF-AR-10001662,1,3.0
508,2020/03/16,2020/03/22,Standard Class,CM-12385,OFF-AR-10003856,7,8.0
509,2020/03/16,2020/03/22,Standard Class,CM-12385,OFF-ST-10001228,37,47.0
510,2020/03/16,2020/03/22,Standard Class,CM-12385,OFF-BI-10003527,4448,6355.0
511,2022/11/26,2022/11/27,First Class,LS-17245,FUR-FU-10001290,76,126.0
512,2022/11/26,2022/11/27,First Class,LS-17245,TEC-AC-10002399,34,38.0
513,2021/10/20,2021/10/23,First Class,LF-17185,OFF-AR-10002053,5,7.0
514,2022/12/21,2022/12/25,Standard Class,BN-11515,OFF-AR-10003811,6,7.0
515,2022/12/21,2022/12/25,Standard Class,BN-11515,OFF-AR-10001246,4,6.0
516,2022/01/22,2022/01/27,Standard Class,AD-10180,TEC-CO-10003236,2700,3000.0
517,2022/01/22,2022/01/27,Standard Class,AD-10180,OFF-ST-10004507,26,51.0
518,2022/01/22,2022/01/27,Standard Class,AD-10180,OFF-PA-10001667,6,12.0
519,2022/01/22,2022/01/27,Standard Class,AD-10180,OFF-ST-10004459,788,1126.0
520,2020/03/22,2020/03/26,Standard Class,DB-13210,TEC-AC-10000171,17,18.0
521,2020/03/22,2020/03/26,Standard Class,DB-13210,OFF-ST-10000736,117,130.0
522,2020/03/22,2020/03/26,Standard Class,DB-13210,OFF-BI-10000285,10,14.0
523,2022/01/23,2022/01/25,First Class,MC-17605,FUR-TA-10001857,127,211.0
524,2021/05/21,2021/05/23,First Class,LH-17155,TEC-PH-10003555,28,55.0
525,2021/05/21,2021/05/23,First Class,LH-17155,TEC-AC-10003832,40,66.0
526,2020/12/26,2021/01/02,Standard Class,BD-11605,OFF-FA-10002815,16,22.0
527,2022/10/21,2022/10/26,Standard Class,PH-18790,FUR-CH-10003379,342,684.0
528,2022/10/21,2022/10/26,Standard Class,PH-18790,FUR-FU-10001756,41,46.0
529,2020/09/03,2020/09/07,Standard Class,MG-18145,OFF-ST-10004963,25,36.0
530,2020/09/03,2020/09/07,Standard Class,MG-18145,OFF-SU-10002881,466,666.0
531,2020/09/03,2020/09/07,Standard Class,MG-18145,OFF-EN-10001335,26,53.0
532,2020/11/07,2020/11/09,Second Class,KB-16240,FUR-CH-10000595,95,191.0
533,2022/09/07,2022/09/11,Standard Class,JC-15340,FUR-FU-10000448,34,48.0
534,2021/05/29,2021/06/01,Second Class,RL-19615,TEC-PH-10000984,490,980.0
535,2021/05/29,2021/06/01,Second Class,RL-19615,OFF-BI-10002557,18,23.0
536,2021/07/10,2021/07/16,Standard Class,AA-10375,OFF-ST-10001325,8,17.0
537,2022/09/03,2022/09/08,Second Class,EP-13915,OFF-BI-10002429,38,43.0
538,2020/12/03,2020/12/08,Standard Class,MP-17470,OFF-BI-10004528,8,11.0
539,2020/12/07,2020/12/11,Standard Class,DK-12985,OFF-AP-10001271,107,153.0
540,2020/12/07,2020/12/11,Standard Class,DK-12985,FUR-CH-10002647,199,284.0
541,2019/02/01,2019/02/03,First Class,BD-11500,TEC-AC-10001432,234,469.0
542,2021/07/14,2021/07/17,First Class,ES-14080,TEC-PH-10002262,190,381.0
543,2020/12/18,2020/12/23,Standard Class,LM-17065,OFF-ST-10001809,517,647.0
544,2019/05/11,2019/05/16,Standard Class,PG-18895,TEC-AC-10001465,52,58.0
545,2019/05/11,2019/05/16,Standard Class,PG-18895,TEC-PH-10002597,91,101.0
546,2019/05/11,2019/05/16,Standard Class,PG-18895,FUR-FU-10000723,40,66.0
547,2022/11/19,2022/11/22,First Class,AS-10135,OFF-BI-10000404,21,41.0
548,2022/11/19,2022/11/22,First Class,AS-10135,OFF-PA-10002986,9,13.0
549,2020/11/15,2020/11/17,Second Class,DK-13225,OFF-ST-10000604,225,250.0
550,2020/11/15,2020/11/17,Second Class,DK-13225,OFF-BI-10004738,9,11.0
551,2020/11/15,2020/11/17,Second Class,DK-13225,OFF-SU-10001935,6,9.0
552,2021/04/15,2021/04/17,Second Class,BD-11320,FUR-CH-10002024,897,1122.0
553,2022/09/11,2022/09/12,First Class,RC-19960,FUR-FU-10003039,31,35.0
554,2022/11/24,2022/11/28,Standard Class,GT-14710,OFF-FA-10004248,5,11.0
555,2022/06/29,2022/07/03,Second Class,DK-13225,OFF-ST-10001780,1166,1296.0
556,2019/03/03,2019/03/07,Second Class,AJ-10945,OFF-AR-10003560,14,19.0
557,2021/06/10,2021/06/15,Standard Class,OT-18730,OFF-LA-10001297,19,21.0
558,2021/06/10,2021/06/15,Standard Class,OT-18730,FUR-TA-10004256,668,1336.0
559,2021/06/10,2021/06/15,Standard Class,OT-18730,OFF-PA-10003441,16,32.0
560,2022/11/20,2022/11/22,Second Class,LP-17080,FUR-FU-10003347,30,43.0
561,2022/11/20,2022/11/22,Second Class,LP-17080,OFF-BI-10000069,67,84.0
562,2019/09/14,2019/09/18,Second Class,CA-12775,OFF-AP-10003914,7,13.0
563,2019/09/14,2019/09/18,Second Class,CA-12775,FUR-FU-10004020,9,13.0
564,2020/12/07,2020/12/09,First Class,JF-15490,OFF-FA-10003467,2,4.0
565,2020/12/07,2020/12/09,First Class,JF-15490,OFF-LA-10000634,2,3.0
566,2022/12/07,2022/12/10,First Class,FP-14320,TEC-PH-10002496,262,374.0
567,2022/10/01,2022/10/08,Standard Class,EB-13840,OFF-PA-10004530,46,92.0
568,2022/10/01,2022/10/08,Standard Class,EB-13840,OFF-BI-10001107,57,81.0
569,2022/10/01,2022/10/08,Standard Class,EB-13840,OFF-PA-10004451,14,19.0
570,2022/10/01,2022/10/08,Standard Class,EB-13840,FUR-CH-10004997,271,451.0
571,2022/12/28,2023/01/04,Standard Class,JF-15415,OFF-LA-10001297,51,72.0
572,2022/12/28,2023/01/04,Standard Class,JF-15415,OFF-FA-10000585,13,14.0
573,2022/12/28,2023/01/04,Standard Class,JF-15415,OFF-BI-10001922,30,33.0
574,2022/12/28,2023/01/04,Standard Class,JF-15415,TEC-PH-10000347,7,15.0
575,2021/11/03,2021/11/07,Standard Class,SF-20200,OFF-AR-10003394,7,9.0
576,2020/09/18,2020/09/22,Second Class,TG-21640,OFF-PA-10004530,113,161.0
577,2020/09/18,2020/09/22,Second Class,TG-21640,OFF-PA-10001450,10,20.0
578,2020/09/18,2020/09/22,Second Class,TG-21640,OFF-SU-10001574,7,7.0
579,2022/07/20,2022/07/26,Standard Class,CS-11950,OFF-ST-10002974,35,70.0
580,2022/07/20,2022/07/26,Standard Class,CS-11950,FUR-FU-10001475,4,9.0
581,2020/09/10,2020/09/14,Standard Class,CC-12145,OFF-SU-10004498,46,52.0
582,2022/12/01,2022/12/05,Standard Class,DV-13465,TEC-PH-10004977,329,470.0
583,2022/12/01,2022/12/05,Standard Class,DV-13465,TEC-PH-10000586,63,106.0
584,2022/12/01,2022/12/05,Standard Class,DV-13465,OFF-AP-10000358,28,31.0
585,2022/12/01,2022/12/05,Standard Class,DV-13465,OFF-BI-10002764,5,7.0
586,2022/12/01,2022/12/05,Standard Class,DV-13465,TEC-PH-10001254,366,406.0
587,2020/07/03,2020/07/09,Standard Class,BD-11725,FUR-CH-10003956,64,71.0
588,2020/07/03,2020/07/09,Standard Class,BD-11725,OFF-LA-10003930,265,295.0
589,2021/03/20,2021/03/24,Standard Class,ZC-21910,TEC-PH-10003800,76,85.0
590,2021/03/20,2021/03/24,Standard Class,ZC-21910,OFF-PA-10002005,17,21.0
591,2021/03/20,2021/03/24,Standard Class,ZC-21910,OFF-BI-10002498,13,17.0
592,2021/03/20,2021/03/24,Standard Class,ZC-21910,OFF-PA-10004101,5,10.0
593,2019/01/09,2019/01/13,Standard Class,MS-17830,OFF-AR-10004078,6,9.0
594,2019/01/09,2019/01/13,Standard Class,MS-17830,TEC-AC-10001266,28,31.0
595,2019/08/08,2019/08/15,Standard Class,LR-16915,OFF-AP-10004708,69,76.0
596,2019/08/08,2019/08/15,Standard Class,LR-16915,TEC-CO-10004115,960,1200.0
597,2019/08/08,2019/08/15,Standard Class,LR-16915,TEC-PH-10002398,268,446.0
598,2019/08/08,2019/08/15,Standard Class,LR-16915,FUR-FU-10001979,197,328.0
599,2021/07/14,2021/07/16,First Class,TP-21130,OFF-SU-10004115,8,12.0
600,2021/07/16,2021/07/21,Standard Class,CK-12205,TEC-PH-10001425,86,144.0
601,2021/07/16,2021/07/21,Standard Class,CK-12205,TEC-PH-10003963,247,494.0
602,2021/07/16,2021/07/21,Standard Class,CK-12205,OFF-SU-10001574,3,6.0
603,2019/03/15,2019/03/19,Standard Class,AS-10240,OFF-ST-10001490,114,143.0
604,2019/03/15,2019/03/19,Standard Class,AS-10240,FUR-FU-10001756,27,46.0
605,2019/03/15,2019/03/19,Standard Class,AS-10240,OFF-BI-10000773,6,7.0
606,2019/03/15,2019/03/19,Standard Class,AS-10240,OFF-BI-10001543,35,43.0
607,2019/03/15,2019/03/19,Standard Class,AS-10240,OFF-PA-10002120,106,132.0
608,2019/05/23,2019/05/27,Standard Class,AR-10510,OFF-BI-10000848,2,3.0
609,2019/05/23,2019/05/27,Standard Class,AR-10510,OFF-AR-10001246,13,21.0
610,2019/05/23,2019/05/27,Standard Class,AR-10510,TEC-PH-10003092,44,55.0
611,2021/04/28,2021/05/01,First Class,NB-18655,TEC-PH-10003012,222,370.0
612,2021/04/28,2021/05/01,First Class,NB-18655,OFF-LA-10004345,8,16.0
613,2021/09/11,2021/09/13,Second Class,GD-14590,OFF-PA-10001204,5,8.0
614,2021/09/11,2021/09/13,Second Class,GD-14590,TEC-PH-10004667,364,729.0
615,2022/11/14,2022/11/17,Second Class,CK-12595,TEC-PH-10000011,96,120.0
616,2022/11/14,2022/11/17,Second Class,CK-12595,OFF-BI-10002949,3,4.0
617,2022/08/18,2022/08/23,Second Class,NG-18355,FUR-FU-10003849,24,40.0
618,2022/08/18,2022/08/23,Second Class,NG-18355,FUR-FU-10000010,6,10.0
619,2022/08/18,2022/08/23,Second Class,NG-18355,OFF-BI-10002824,54,107.0
